Year,Month,UOM,Crop,Value,Indicator
2008,1,CAD/tonne,"Oats, #2CW",221.388,Farmer's net cash return at Wpg elevator
2008,1,CAD/tonne,"Peas, #2 Yellow",233.68,Farmer's net cash return at Wpg elevator
2008,1,CAD/tonne,"Rye, #2",306.92,Farmer's net cash return at Wpg elevator
2008,1,CAD/tonne,Soybeans,407.086,Farmer's net cash return at Wpg elevator
2008,1,CAD/tonne,"Soymeal, 46%, Wpg",394.5,Farmer's net cash return at Wpg elevator
2008,1,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",189.65,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Barley, #1CW",169.1575,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Canola Meal, 34%, Altona",275.5,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Canola, #1CR",634.825,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Corn, #2",206.9275,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Flaxseed, #1CW",660.42,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Oats, #2CW",237.56,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Peas, #2 Yellow",246.395,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Rye, #2",379.9675,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,Soybeans,443.1775,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Soymeal, 46%, Wpg",407.875,Farmer's net cash return at Wpg elevator
2008,2,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",237.7375,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Barley, #1CW",179.7675,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Canola Meal, 34%, Altona",247.25,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Canola, #1CR",597.8875,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Corn, #2",221.3625,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Flaxseed, #1CW",667.025,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Oats, #2CW",214.9425,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Peas, #2 Yellow",240.245,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Rye, #2",322.5325,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,Soybeans,418.4925,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Soymeal, 46%, Wpg",398.6875,Farmer's net cash return at Wpg elevator
2008,3,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",263.6,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Barley, #1CW",204.478,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Canola Meal, 34%, Altona",247.852,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Canola, #1CR",595.704,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Corn, #2",234.832,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Flaxseed, #1CW",593.808,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Oats, #2CW",216.768,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Peas, #2 Yellow",244.714,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Rye, #2",286.906,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,Soybeans,405.39,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Soymeal, 46%, Wpg",403.65,Farmer's net cash return at Wpg elevator
2008,4,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",266.422,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Barley, #1CW",194.2275,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Canola Meal, 34%, Altona",245.25,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Canola, #1CR",575.2,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Corn, #2",234.57,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Flaxseed, #1CW",637.5275,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Oats, #2CW",225.2725,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Peas, #2 Yellow",237.025,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Rye, #2",299.7625,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,Soybeans,424.085,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Soymeal, 46%, Wpg",392,Farmer's net cash return at Wpg elevator
2008,5,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",263.4175,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Barley, #1CW",209.5475,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Canola Meal, 34%, Altona",299,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Canola, #1CR",626.4275,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Corn, #2",265.245,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Flaxseed, #1CW",734.0375,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Oats, #2CW",242.6675,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Peas, #2 Yellow",235.8675,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Rye, #2",328.2925,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,Soybeans,501.785,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Soymeal, 46%, Wpg",487.125,Farmer's net cash return at Wpg elevator
2008,6,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",246.0925,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Barley, #1CW",200.752,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Canola Meal, 34%, Altona",288.4,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Canola, #1CR",601.496,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Corn, #2",248.522,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Flaxseed, #1CW",751.38,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Oats, #2CW",219.922,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Peas, #2 Yellow",236.482,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Rye, #2",320.29,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,Soybeans,482.98,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Soymeal, 46%, Wpg",492.1,Farmer's net cash return at Wpg elevator
2008,7,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",233.612,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Barley, #1CW",161.6,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Canola Meal, 34%, Altona",232,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Canola, #1CR",515.8425,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Corn, #2",228.58,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Flaxseed, #1CW",695.8775,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Oats, #2CW",196.8,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Peas, #2 Yellow",213.635,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Rye, #2",283.89,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,Soybeans,424.76,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Soymeal, 46%, Wpg",451.75,Farmer's net cash return at Wpg elevator
2008,8,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",194.5225,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Barley, #1CW",168.0125,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Canola Meal, 34%, Altona",205.875,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Canola, #1CR",458.1,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Corn, #2",225.7925,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Flaxseed, #1CW",575.7175,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Oats, #2CW",181.9475,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Peas, #2 Yellow",200.83,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Rye, #2",276.5425,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,Soybeans,386.935,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Soymeal, 46%, Wpg",471.9375,Farmer's net cash return at Wpg elevator
2008,9,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",190.73,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Barley, #1CW",127.08,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Canola Meal, 34%, Altona",194.7,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Canola, #1CR",377.618,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Corn, #2",179.912,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Flaxseed, #1CW",438.744,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Oats, #2CW",153.976,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Peas, #2 Yellow",170.83,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Rye, #2",195.134,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,Soybeans,317.444,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Soymeal, 46%, Wpg",371.4,Farmer's net cash return at Wpg elevator
2008,10,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",149.404,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Barley, #1CW",123.23,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Canola Meal, 34%, Altona",223.125,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Canola, #1CR",391.105,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Corn, #2",169.5475,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Flaxseed, #1CW",459.6725,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Oats, #2CW",139.58,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Peas, #2 Yellow",170.83,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Rye, #2",160.7175,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,Soybeans,337.8725,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Soymeal, 46%, Wpg",397.625,Farmer's net cash return at Wpg elevator
2008,11,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",143.215,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Barley, #1CW",123.756,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Canola Meal, 34%, Altona",240.3,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Canola, #1CR",365.04,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Corn, #2",153.67,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Flaxseed, #1CW",420.134,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Oats, #2CW",141.072,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Peas, #2 Yellow",170.83,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Rye, #2",163.128,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,Soybeans,340.966,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Soymeal, 46%, Wpg",396.55,Farmer's net cash return at Wpg elevator
2008,12,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",133.808,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Barley, #1CW",131.4,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Canola Meal, 34%, Altona",317,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Canola, #1CR",407.325,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Corn, #2",160.7475,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Flaxseed, #1CW",400.475,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Oats, #2CW",147.9875,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Peas, #2 Yellow",172.015,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Rye, #2",130.585,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,Soybeans,373.24,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Soymeal, 46%, Wpg",431.5625,Farmer's net cash return at Wpg elevator
2009,1,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",148.5,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Barley, #1CW",119.35,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Canola Meal, 34%, Altona",277.875,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Canola, #1CR",400.7875,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Corn, #2",154.0675,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Flaxseed, #1CW",462.0725,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Oats, #2CW",126.6075,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Peas, #2 Yellow",178.0675,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Rye, #2",174.1825,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,Soybeans,365.7775,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Soymeal, 46%, Wpg",428.125,Farmer's net cash return at Wpg elevator
2009,2,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",137.845,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Barley, #1CW",126.2075,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Canola Meal, 34%, Altona",253.25,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Canola, #1CR",395.225,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Corn, #2",153.2075,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Flaxseed, #1CW",437.9375,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Oats, #2CW",134.1025,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Peas, #2 Yellow",182.58,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Rye, #2",183.815,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,Soybeans,360.6725,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Soymeal, 46%, Wpg",442.4375,Farmer's net cash return at Wpg elevator
2009,3,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",167.14,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Barley, #1CW",132.81,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Canola Meal, 34%, Altona",282.8,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Canola, #1CR",424.71,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Corn, #2",160.752,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Flaxseed, #1CW",416.434,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Oats, #2CW",138.796,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Peas, #2 Yellow",177.028,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Rye, #2",174.13,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,Soybeans,401.586,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Soymeal, 46%, Wpg",471.3,Farmer's net cash return at Wpg elevator
2009,4,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",155.492,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Barley, #1CW",136.49,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Canola Meal, 34%, Altona",320,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Canola, #1CR",455.25,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Corn, #2",167.3175,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Flaxseed, #1CW",446.585,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Oats, #2CW",152.385,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Peas, #2 Yellow",184.6,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Rye, #2",158.05,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,Soybeans,430.4225,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Soymeal, 46%, Wpg",507.75,Farmer's net cash return at Wpg elevator
2009,5,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",144.75,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Barley, #1CW",163.625,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Canola Meal, 34%, Altona",365.75,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Canola, #1CR",463.825,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Corn, #2",166.605,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Flaxseed, #1CW",434.2125,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Oats, #2CW",172.6725,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Peas, #2 Yellow",188.855,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Rye, #2",157.05,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,Soybeans,480.38,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Soymeal, 46%, Wpg",518.1875,Farmer's net cash return at Wpg elevator
2009,6,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",176.81,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Barley, #1CW",153.16,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Canola Meal, 34%, Altona",311.2,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Canola, #1CR",425.76,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Corn, #2",141.528,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Flaxseed, #1CW",397.764,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Oats, #2CW",162.474,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Peas, #2 Yellow",185.336,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Rye, #2",157.326,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,Soybeans,400.05,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Soymeal, 46%, Wpg",497.35,Farmer's net cash return at Wpg elevator
2009,7,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",183.264,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Barley, #1CW",134.3875,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Canola Meal, 34%, Altona",276,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Canola, #1CR",419.5375,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Corn, #2",134.8375,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Flaxseed, #1CW",391.7725,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Oats, #2CW",150.725,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Peas, #2 Yellow",165.585,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Rye, #2",157.0825,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,Soybeans,388.4325,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Soymeal, 46%, Wpg",501.6875,Farmer's net cash return at Wpg elevator
2009,8,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",166.4375,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Barley, #1CW",120.46,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Canola Meal, 34%, Altona",213.8,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Canola, #1CR",387.5,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Corn, #2",132.538,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Flaxseed, #1CW",291.08,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Oats, #2CW",139.508,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Peas, #2 Yellow",133.884,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Rye, #2",157.114,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,Soybeans,359.688,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Soymeal, 46%, Wpg",473.15,Farmer's net cash return at Wpg elevator
2009,9,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",132.85,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Barley, #1CW",132.9875,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Canola Meal, 34%, Altona",195.75,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Canola, #1CR",377.55,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Corn, #2",144.235,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Flaxseed, #1CW",323.9325,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Oats, #2CW",164.455,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Peas, #2 Yellow",143.865,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Rye, #2",146.455,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,Soybeans,354.9175,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Soymeal, 46%, Wpg",383.25,Farmer's net cash return at Wpg elevator
2009,10,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",136.625,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Barley, #1CW",133.5625,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Canola Meal, 34%, Altona",207,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Canola, #1CR",385.625,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Corn, #2",147.385,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Flaxseed, #1CW",348.0125,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Oats, #2CW",176.3825,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Peas, #2 Yellow",152.09,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Rye, #2",138.5575,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,Soybeans,361.4025,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Soymeal, 46%, Wpg",397.9375,Farmer's net cash return at Wpg elevator
2009,11,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",154.445,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Barley, #1CW",140.572,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Canola Meal, 34%, Altona",210.6,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Canola, #1CR",407.274,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Corn, #2",140.766,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Flaxseed, #1CW",335.132,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Oats, #2CW",185.636,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Peas, #2 Yellow",154.398,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Rye, #2",152.678,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,Soybeans,384.214,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Soymeal, 46%, Wpg",401.05,Farmer's net cash return at Wpg elevator
2009,12,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",158.006,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Barley, #1CW",131.9583333,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Canola Meal, 34%, Altona",194,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Canola, #1CR",372.3041667,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Corn, #2",141.3343333,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Flaxseed, #1CW",336.46,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Oats, #2CW",157.1029167,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Peas, #2 Yellow",166.355,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Rye, #2",161,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,Soybeans,346.513945,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Soymeal, 46%, Wpg",375.9583333,Farmer's net cash return at Wpg elevator
2010,1,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",153.0208334,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Barley, #1CW",126.8125,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Canola Meal, 34%, Altona",175,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Canola, #1CR",371.9691667,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Corn, #2",136.3747292,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Flaxseed, #1CW",307.71,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Oats, #2CW",153.9758334,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Peas, #2 Yellow",163.28375,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Rye, #2",155,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,Soybeans,331.3408134,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Soymeal, 46%, Wpg",360.4808333,Farmer's net cash return at Wpg elevator
2010,2,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",148.9166667,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Barley, #1CW",129.1,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Canola Meal, 34%, Altona",160.386,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Canola, #1CR",371.005,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Corn, #2",133.8479724,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Flaxseed, #1CW",322.0433333,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Oats, #2CW",139.8593333,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Peas, #2 Yellow",147.9033333,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Rye, #2",153.3333333,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,Soybeans,319.2983453,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Soymeal, 46%, Wpg",333.5106667,Farmer's net cash return at Wpg elevator
2010,3,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",145.4166667,Farmer's net cash return at Wpg elevator
2010,4,CAD/tonne,"Barley, #1CW",124.0833334,Farmer's net cash return at Wpg elevator
2010,4,CAD/tonne,"Canola Meal, 34%, Altona",182.875,Farmer's net cash return at Wpg elevator
2010,4,CAD/tonne,"Canola, #1CR",368.1125,Farmer's net cash return at Wpg elevator
